,Unnamed: 0,Language,USER_COMMENT,Toxicity,Obscene,Insult,Sexual_Explicit,Identity_Attack,Threat,not_offensive
418,418,E,"There is already a strong legacy of successful Chinese investment in Malta. Examples include the Red China Dock, the Breakwater, the Freeport, and most recently, the collaboration between Shanghai Electric Power and Enemalta.
It was Mintoff who made friends with China and in return the Chinese were true friends kickstarting our economy with many projects such as textile factories.",0,0,0,0,0,0,1
419,419,E,"There was an EU study carried out in 2009 in which 8 Maltese persons participated.
STUDY ON THE FEASIBILITY OF ESTABLISHING A MECHANISM FOR THE RELOCATION OF BENEFICIARIES OF INTERNATIONAL PROTECTION
According to Table 12 EU Population capacity calculated at density threshold 1000 per Sq/Km.
Malta's population should be not more than 316,000 people.
Also the table shows that Malta's population needs to go down by: -91,810 (yes that is a minus of 91,810 people and that was in 2009. Today it would work out at around -280,000 people)
So According to this EU Study Malta should take: 0% of BENEFICIARIES OF INTERNATIONAL PROTECTION( rather it shows that Malta's population should be 316,000 persons instead of the current population approaching 600,000)",0,0,0,0,0,0,1
420,420,E,They are testing their bums only.,0,0,1,0,0,0,0
421,421,M,They do ta ! Il-kliem hazin kollu jafuh ! Dak l-ewwel haga li jitghallem kullhadd f’lingwa barranija. Kemm qlajt titli habba hekk…hut il-mara jghiduli dik tfisser hekk…..Iwa mela ! U ovvjament familti ghamlu hekk lil mara.,1,0,1,0,1,1,0
422,422,E,"They should be prosecuted. In the meantime, some of us have to pay tax upfront through provisional tax to allow a number of individuals to mismanage our tax money.",0,1,0,0,0,0,0
423,423,E,This could happened at any time or in any part of Malta.Its nonsense.....,0,0,0,0,0,1,0
424,424,E,This hospitals saga should have never ended in our courts simply as it should have been done above board and without fraud etc. Now this Artful dodger with his layers are crying foul by everyone except for the multiple filth they produced themselves.,0,0,0,0,0,0,1
425,425,E,"This is a very good initiative and deserves to be supported by everybody. One could argue that it is a bit on the late side and that the number of people attending is not that great however it is a very good start.
Another good idea that the Muslim leaders should take is up to to say publicly that introducing Sharia law in Malta is definitely not their aim and that Sharia law is a backward legal system which perhaps served a primitive society in the desert hundreds of years ago, but it has no 
place in a modern democratic world.
In any case well done to the Muslim leaders and keep it up. If they get to know of any Imam preaching radical ideas and propagating Sharia law, it should be the duty of every Muslim citizen to report the Imam to the police.",1,0,1,0,1,1,0
426,426,E,"This is beyond disgusting!
Another Labour MP who should be jailed for corruption and theft from the public coffers. Money that could have gone to improve our healthcare system, Mount Carmel, education, environment.
If I had it my way, I'd get Portelli or DB to build a new prison complex close to Mile End.",0,0,1,0,1,1,0
427,427,E,This is happening all over Europe at the moment. Population is declining and in order that Europeans keep with their lifestyles and standard of living they have to import foreign labour.,0,0,1,0,1,1,0
428,428,E,"This is not political. So do ot engage me into politics.
The government of Malta accepted responsibility does not mean the labour party or the nationalist accepted responsibility.
I hope you know why.",0,0,0,0,0,0,1
429,429,E,"This is not right. So, I like many law abiding citizens am obliged to pay substantial tax up front before earning money, termed provisional tax and these individuals are given a monthly allowance of Eur 450 by a medical board made up of incompetent individuals. These board members should be prosecuted and sent to prison for allowing this waste of public funds!",0,0,0,0,1,0,0
430,430,E,"This is not true, only unskilled TCNs workers are employed for a pittance. Hopefully if they get the skilled card and improve their employability their salary will increase.",1,0,0,0,1,0,0
431,431,E,This man is invalid. He is broken. The death sentence here for example would make a lot of sense. He is simply broken. Keeping him in detention forever or dozed on pills forever makes absolutely no sense and amounts to torture. Medical experts should evaluate whether or not he can be fixed however my belief is that this level of defect is not quite possible to get fixed. He is a danger to society at large.,0,1,0,0,1,0,0
432,432,E,"This permit or other permits to built Muslim Mosques should be issued as they are an insult to us true Christians especially knowing what the aim by the Muslims invading our country is. Also Christians living in 98% of the 
Muslim countries or where there is a large community of Muslims living in these countries are being attacked, raped, murdered or enslaved as sex objects by these uncivilized people who have not changed from what they 
did to our forefathers who suffered the same faith when these barbaric people conquered our country or attacked or invaded as pirates. It's a disgrace that both political parties and the archbishop are protecting these 
people who have repaid our kindness by killing, raping or beating up our elderly. Not a day passes by that these uncivilized people commit a crime in Malta which is the reason that the vast majority of the Maltese people don't 
want these Muslims in our country as we don't want to end like Italy, UK, Germany, France, Belgium and the Nordic countries where large parts of their country had been taken over by the barbaric Muslims. We are not Racists 
as we have no problems with other foreigners who respect our laws and behave like civilized people our ONLY problem are the Muslims and those foreigners who break our laws.",1,1,1,0,1,1,0
433,433,E,"This was not a femicide.He did not kill her because she was a woman. he killed her because their marriage went sour and he couldn't control his anger.This even happens in gay relationships.It's not the first time that a gay man kill his same sex partner because their relationship goes sour.For example in Canada there were 22,323 cases of same sex violence (domestic violence) between 2009-2017!!",0,0,0,0,1,0,0
434,434,E,"Those in real need gets nothing while those who are perfectly healthy get what those with problems should get.
This is like those who can do everything including hard work gets the disability badge and a parking bay while those with a disability gets nothing.

We are told we are the best and whether we like it or not we have to swallow it.",1,0,1,0,1,0,0
435,435,E,"Those saying that they will take us over clearly have some serious mental issues.

It's only you that would destroy your race because you are not producing. let's say for example no one would come over, but we keep not producing kids, our population would still keep shrinking until our island will become an island of lizards (gremxul) like comino.

For example some maltese traditional works like sennien, tal bizilla, skarpan, etc... died slowly not because people from other countries came over, but it's because we killed it ourselves because no one take up these kind of works anymore, and we don't because there's no demand of it because the progress we did over the years instead of go and fix a shoe or a knife, we go online or to a shop and buy a new one. things we kill them ourselves not others, and we are killing our maltese population ourselves not others.",0,0,0,0,0,0,1
436,436,M,"Timmagina li hawn xi hadd f Malta jew fid dinja kollha li jixtieq xi binja bhal dik magemb id dar tieghu. Tkun musulmana, hindu jew kattolika nahseb li hadd ma jrid dak li storbju,
 traffiku u konfuzjoni gdid hdejn id dar tieghu. Nahseb li hawn bizzejjed binjiet fejn isir it talb u jekk bniedem iried vera jitlob jista jitlob id dar fil kwiet. Biex tiktbu xi artiklu biex il Malti jidher li huwa xi razzist l ewwel nigu, 
ara imbaghad hadd ma jikteb xi artiklu kif certu religonijiet jitrataw lin nisa jew il gays.
Forsi jikollok chance ikteb wiehed Raphael.",0,0,0,0,0,0,1
437,437,E,"Ton of the carers providing empathy ARE foreign and there are not enough Maltese to go around, by the looks of it.",0,0,0,1,1,0,0
438,438,E,"Too late for the victim, now",0,0,0,0,0,0,1
439,439,E,Too many Asians in Malta and totally unnecessary. Maltese and EU nationals should be given priority in ALL jobs….,0,0,0,0,0,0,1
440,440,E,"Trash, complete trash.

This is probably the first word you learnt to say and you can't stoprepeating it.",0,0,1,0,0,0,0
441,441,M,"Trid tkun gidra biex ma tindunax li

dawk li qed isemmi int jigifieri l-ewropej li jahdmu xogholijiet b'pagi iktar gholja fil gaming etc...joholqu domanda ghas servizzi iktar bazici li ikunu servuti, ghax laqwa li jigu jahdmu jaqlaw pagi gholja u wara flokk imorru dar isajru, jipreferu jordnaw jieklu take away, jew johorgu go xi restaurant jew isiefru xi holiday, milli they do it themselves. u b'hekk izidu domanda ghas servizzi bazici min persuni TCN's li prattikament qedin isoddu toqob, ghal hutek maltin u hutek ewropej",0,0,0,0,1,1,0
442,442,E,"Truly farcical, if not tragic!
Blatant corruption literally staring them in the face.",0,0,0,0,0,0,1
443,443,E,"Two ways two measure...how quick was the court to deport these girls....then an immigrant who stole, injured or raped someone would be just given a suspended sentence and kept in Malta. Oh come on",1,1,1,0,1,0,0
444,444,M,"U din il-pressjoni ta'barranin, kif qed teffetwa is-sitwazzjoni ta' l-Affordable Housing lill-Maltin?

Maltin li ghandhom propjeta (uhud minhom qatt ma kellhom xejn, gawdew sew mil-home ownership schemes (issusidjati mit-taxxi ta' Maltin bhalhom), ta zmien is 70/80/90) , waqaw, bnew flats u issa jikru li TCNs ghax jippreferu il-dawn milli lil-Maltin, (dawn ta' l-ewwel is-sinjuri zghir ta' JM?), jigu jitnejku altament mil-Maltin li inqabdu fil-bracket fejn la jikkwalifikaw ghal-social housing u lanqas jistghu qatt jiehdu loan..

Il-dawn il-gvern li darba kien jissejah il-partit tal-Haddiema, tal-Labour insihom...

Qed nistennew il-Foundation ta' l-Affordable Housing forsi tillumina il-gvern...

Il-politikanti tal illum (ta' kull naha), rgiel/nisa ta' tiben Guz....",0,1,0,0,0,0,0
445,445,M,"U kif nafu jekk tiegħek hux falz? Il-pastażata li ħriġt biha kollha tgħodd għalik u dejjem. Issa jien dejjem Joey jgħajtuli min jafni avolja mhux affari tiegħek. Fuq kollox billi tkun taf min jien, taħseb li int bniedem denju nistiednek nieħdu drink? Ma naħsibx, għax ma tantx tidher orrajt.",0,0,0,0,0,0,1
446,446,M,"U nergaw nghidu , grazzi PL !!! Talli tajtu lil pajjizna f'idejn il barrani !!! U haxxintu bwietkhom biss serq ul-fraudi minn fuq il Maltin !!!",0,0,0,0,0,0,1
447,447,M,"U prewvi hemm bil wiswa wkell

Oro l-ehrajn

skendlew taz-zejt tiela’ u skendlew taz-zejt niezla u ilem 11 snejn fil-gvern u hlief bla bla bla bla bla bla bla bla bla bla bla ma smejniex minendom u provi zero",0,0,0,0,0,0,1
448,448,E,Ukraine is gone.,0,1,0,0,0,0,0
449,449,E,"Unbelievable........not even a fairy tale would be so blatantly Unbelievable, and yet......",0,0,1,0,0,0,0
450,450,E,"Under Labour, once more institutionalised corruption!",1,0,0,0,0,0,0
451,451,E,"Unfortunately, sometimes not even taking a taxi is certain to be safe.

We have had some incidents lately where tax-rides have proved far from avoiding danger.",0,0,0,0,1,1,0
452,452,E,Very worrying article. And I will be surprised if such behaviors are NOT present in other parts of the government and its agencies.,0,0,0,0,0,1,0
453,453,E,Vince you do not have to wonder. Obviously the photographer must be simpatico to the illegal immigrants.,0,0,1,0,1,1,0
454,454,E,Violence (physical or emotional) against men is deplorable too though! I know nothing about this case though!,0,0,0,0,0,0,1
455,455,M,Viva L-Labour !,0,0,0,0,0,0,1
456,456,E,"WHY ?

There must be some #Klikka #Opusdei .... #CosaNostra running amok amongst the Judiciary !

Maybe we should get Judge Judy over !",1,0,1,0,1,0,0
457,457,M,Waqgħu għan-nejk il-Qrati għax ikkonfermaw dak li temmen il-maġġoranza tal-poplu li l-Qrati huma loġġa tal-Mażuni u Mafja,0,0,0,0,1,0,0
458,458,E,Was she carrying a weapon at the time of the murder? I don’t think anyone or anything else would have saved her at that point.,1,0,1,1,1,0,0
459,459,E,"Watch in real time as some sneaky opportunists rip you off - all under the literal pretext of some suspiciously watery ‘journalism’.

This really, really stinks.",0,0,1,0,0,0,0
460,460,E,"We agree that the system has failed the victims. Maybe you are right to protest and make your voice heard, still I don’t agree. Maybe I am wrong…but we only see you lot when a serious accident/murder takes place. So I would like to ask…..what have you been doing behind the scenes ? 
Have been discussing issues with the authorities ? Have you commissioned reports, studies etc ? For if the government has been slow to act, police slow to act….well my dear ladies…so have you ! So stop shifting the blame onto others and carry part of the burden yourselves. 
Mhux qahbec twerzqu biss.",1,1,1,0,1,0,0
461,461,E,"We can blame PN as much as we want. But at least they brought iGaming, IT, Fintech and other European companies, foreign investments and EU foreigners.
And what has PL brought? Flooded this country with thousands of cheap, unskilled TCNs, construction madness, rampant corruption and passport sales",1,1,1,0,1,0,0
462,462,E,We have been ROBBED and shafted every which way!,0,0,0,0,0,0,1
463,463,E,"We must also take into consideration he is a victim too. Of the barons who are enjoying their high life . I am not saying he should not be punished harshly for what he did, which is atrocious. But he was out of his senses and his life had already been ruined by the addiction. Now it is finished. Both these young people's lives are over......the poor lady in a way, and the perpetrator in another. So, so sad.",0,0,1,0,0,0,0
464,464,E,We need trades man not bums.,0,0,0,0,0,0,1
465,465,E,"Well said, as I sated in my comment there are a lot of brain dead people posting here.",1,1,1,0,0,0,0
466,466,E,"Well, in this particular case it was the courts of Justice who failed so the victim had to wait for another year to have the aggressor tagged.",0,0,0,0,1,0,0
467,467,E,"Wenz, no one complaining about this protest, we are pointing to the poor attendance from the Muslim community residing in Malta. If they wanted to prove that 
they are really against terrorism, they had a great chance to prove themselves by attending in a greater number then a 100 which most of them were children.",0,1,1,0,1,1,0
468,468,E,What I ask is how aren't the doctors on the board that took the final decision to approve her application not also being charged? Is it because the board comprises a number of Labour leaning doctors who were given an iced bun? I believe one of the doctors was a Labour candidate a few years back.,0,0,1,0,1,0,0
469,469,E,"What Muslims? They were a bunch of children and a few daddies and no women in sight? Not very convincing or impressive methinks.
And where were the Ahmadis, the only Muslims I find credible when they denounce violence bigotry And all other questionable deeds promoted by Shari law of the sort that gets promoted locally? The Ahmadis are considered as heretics by All other Muslims just for denouncing 
all that is violent in the Koran. And that, is a fact, not fiction.",0,0,1,0,1,0,0
470,470,E,"What a joke. This is just an exercise, to put people on some board and get paid to do nothing. We've seen the way these authorities do their job, or rather, don't. More wasted taxpayer money. How about you just invest in renewable energy, reduce dependency on foreign oil and gas, improve public transport, increase green space, improve housing standards to reduce their waste, and generally stop wasting our time and money with publicity stunts instead?",1,0,0,0,0,0,0
471,471,E,What about legislation before you jump to conclusions?,0,0,0,0,0,0,1
472,472,E,What about the illegal immigrants who have come and continue to come to Malta not by boat from North Africa but by plane from Italy ? Are they being rounded up and deported fast enough ?,0,1,1,0,1,1,0
473,473,E,"What biblical era? The biblical era was lot more evolved then sixth century Arabia , the era when a very militant gentleman with very worldly ambitions entered triumphantly into the KA'ba and destroyed all 300+ idols adored by the Arabs in those days , except for the idol
 worshipped by his own Quereschi tribe, the moon idol Al'illah. The rest is history.",0,0,1,0,0,0,0
474,474,E,What is the total number of non EU workers in Malta?,0,0,0,0,0,0,1
475,475,E,"What is this world coming to? His own daughters, my God...",0,0,1,0,1,0,0
476,476,E,What next? Illegal paternity testing so that deceiving partners will not get caught out? The cabinet is as ridiculous as it is extra large.,0,0,0,0,0,0,1
477,477,E,What the hell are yu saying . Did yu have some beers or anything heavy? Can yu arrest anyone on hearsay?,0,0,1,0,0,0,0
478,478,E,"What would you describe as a deterent to drug use, forced labour or emotional pampering?
If there is no market for drugs there won't be any drug barons.",0,0,0,0,0,0,1
479,479,E,What? Parliament is testing if its members are virgin?,1,1,1,1,1,0,0
480,480,E,"When it comes to numbers the goal post always get moved with some of you .when you consider the Muslim population in malta I consider that a good turn out . Three months or so the GPM done a rally in Valletta (anti migrant ) they hardly had more than 400 protesters.. 
Now if you good with mathematics work your percentage .Some of you always about these Muslims never condemn acts of terra .which really is done by some groups proclaiming they Muslims ,which if truet be said they are radicals using and hiding behind Islam .
what is really all about is some of you the dismay not to say hate towards these people any opportunity to have a pop at them .",0,0,0,0,0,1,0
481,481,E,Where is Gaetano Desira maybe he can tell us if he knew this great specimen of dog sh!t.,1,1,1,0,1,0,0
482,482,E,Which begs the question… why do they still have a warrant if they were unable to identify something as basic as paralysis.,0,0,0,0,0,0,1
483,483,E,"Whilst the advise is sound
I hope swift justice is brought a out
Society should not tolerate this
And those thinking drugs are OK
Should think again
They are not an excuse for mutation to this young innocent victim",0,0,0,0,0,1,0
484,484,E,Who collude with whom begs the question question these days.,0,0,0,0,0,0,1
485,485,E,Who in the right frame of mind can be proud of keeping this present government in power? Are we really that stupid?,0,0,1,0,1,0,0
486,486,E,"Why don't they just release this animal and inform the public the place, date and time of his release?",1,1,1,0,1,1,0
487,487,E,"Why should anyone take heed, it's the druggies that need to take heed and get their pathetic lives in order so that they are not a danger to law abiding citizens.",0,0,1,0,1,0,0
488,488,E,Why would you want to grant less licenses?,0,0,0,0,0,0,1
489,489,E,"With all you due respect. Forensic science is one thing, whilst prevention of crime is another thing! Whilst institutions can do their part, since I am confident that unfortunately, this week's femicide will be not the last one. We still have to educate further, promote awareness, legislate tough sentence, promote values of tolerance and mutual respect in an attempt to minimize the number of such occurrences.",0,0,0,0,0,0,1
490,490,E,"Woman registered as ‘totally paralysed’ walked to interview, received benefits
Case raises serious questions over
how doctors cou

The doctors are fully accompliced and should be criminally charged.",0,0,1,0,0,1,0
491,491,M,X'ma jizdiedx l-uzu b'xejn tal-linja.,0,0,1,0,0,0,0
492,492,E,"Xandru, so they have no lead Shepard like the Christian community that has the Pope to lead them.
Maybe they should have one and not the thousands of Imams who give different interpretations of the Quran.
How can anyone expect the Muslims to act peacefully when they have Imams who instigate hate and violence.",0,0,0,0,1,0,0
493,493,M,"Xejn sorpriza. Il-ligi l-istess ghal kulhadd. In her ruling, the judge explained that the law was clear and unequivocal in stating that no appeal could be filed to a decree upholding or denying a request to exhibit such a document, until after final judgement was handed down. Cara u tonda. Imma Muscat qed jipprova jipposponi dak li haqqu.",0,0,0,0,0,0,1
494,494,M,Xi tried tistenna? Il qorti provi u argumenti serji trid mhux paroli fil vojt.,0,0,1,0,0,0,0
495,495,E,"Yet, some lawyer will make the jury believe that the poor perpetrator was temporarily being given instructions by some evil voice inside him. What a farce .",0,0,0,0,1,0,0
496,496,E,"You are clearly incredibly and pathetically imbecile and utterly daft and stupid if you cannot see what will happen to us as a nation.

Continue deep throating the capitalists pigs as if they are you friends you imbecile troll.",1,1,1,1,1,0,0
497,497,E,"You are defending sharia law??? hahaha, how typical. My question to you is since when did God put you in charge of people? If you believe in a God you should believe in leaving judgement up to God. Looks like the God muslims believe in is so weak people have to do his job",0,1,0,0,1,0,0
498,498,E,"You are deliberately importing thousands of cheap, unskilled TCNs for so called economic growth. Shut up",0,0,0,0,0,0,1
499,499,E,"You are factually wrong. Why do you make up these lies that are so easily checked and confuted? You should realise you will be caught.

This is from Malta Today of 20 July 2021

More Maltese think their law courts are independent, Eurobarometer survey finds

The Maltese rate positively the independence of the courts, according to a Eurobarometer survey held among 445 respondents in April.

Asked to rate it in terms of independence of courts and judges, 69% of the Maltese described it as ‘very good’ or ‘fairly good’ while only 27% described it as ‘very bad’ or ‘fairly bad’.

This represented a sharp 17-point increase in positive assessments when compared to a similar survey held last year.

Ġej bil-'vast majority' l-ieħor. Miskin.",0,0,0,0,0,1,0
500,500,E,"You are such a blind liar, you even went as far as saying women are free under muslims. I ask you again, where are the women in the demonstration above? And yes you are terrorizing people here by insulting them, calling them brain dead and uneducated just because 
they disagree with you. Now go suck on a pork chop and leave these nice people alone.",1,0,1,0,1,0,0
501,501,E,You do not fill appartments by low wage earners. I agrea that Restaurants not employing a certain percentage of Maltese and make a 2% profit as said by Ms Muscat should close down immediately. Even the numerous TCNs driving junk food to our doors should leave as these are cheap jobs.,0,1,1,0,0,0,0
502,502,E,You need some Viagra.,0,1,1,1,1,0,0
503,503,E,"You seems to know more then anybody else about Islam and the Imam, so please tell us why he approves the Sharia Law? If he is a peaceful and tolerant person why he approves such a Law when it is known to be so violent in it's punishments for those who break it?
If the Imam appealed to the Muslim community to attend for this protest which is supposed to be against terrorism, how come that only some hundred people attended for it? What about the rest of their community? Why they failed or refused to attend? You told me
that I must be proud to fly the flag of ignorance. I am very proud not only to fly our National Flag but also to defend it from people like you who think that they can decide how other people think, write, talk and decide.
And by the way, the Imam might have a Maltese citizenship, but he can never have Maltese blood in his veins.",0,0,0,0,1,0,0
504,504,E,You're an idiot.,0,0,0,0,1,0,0
505,505,E,Young Maltese people are leaving their home land because they cannot get a decent wage because of the IMPORTED Third-Country Nationals(AKA Slave Laborers) that are employed for a pittance!!!,1,0,0,0,0,1,0
506,506,E,"Your rant is despicable. People are not commodities, although your heros have created this mindset. Your gratuitous comments about Metsola are so predictable. Tough luck. Ohhhh, by the way, how did your dear minister vote?",0,0,1,0,1,0,0
507,507,E,Yu can arrest for more than 24hours do you know that or not?,0,0,0,0,0,0,1
508,508,E,ZZZZZZZZZZZ..........,0,0,0,0,0,0,1
509,509,M,anzi ma vvutajtx ghal qattiela jien,1,0,0,0,1,0,0
510,510,M,cucati u nejk,0,1,0,0,0,0,0
511,511,M,"dak hu biss l-iskop il-bqija xejn...x'jitnejku li hajjet haddiehor mimlija stress kagunat mill-kongestjoni, minn-kjus twal ta' stennija...ghax flus biss jaraw...mhux kif ha jghixu...imbaghad ibajjdu l-kuxjenza b'xi donazzjoni fis-26 ta Dicembru...u kulhadd jghid kemm ahna gens hanin u hekk. nistieden lil min jitkellem favur iktar bini ha jispjegali x'sostenibilta hemm f'dan...nahseb kien verament kuntent meta inqatgha d-dawl fis-sajf hux hekk u lista shiha nterminabbli ta affarijiet li tlifna ta' kemm konna sew meta konna aghar....ghax ghal xi nies ix-xemx telghet mal-avvent tal-imperatur...il-bqija qabel qamel kellna.",0,0,1,1,1,0,0
512,512,E,even substanciated allegations of Mega Corruption are not acted upon,0,0,0,0,0,0,1
513,513,M,"ezatt

imbaghad jistaghgbu li ta' fuqhom qallhom gahan",0,0,0,0,1,0,0
514,514,E,"femicide murder all the same a mother killed
So goverment brought in new law clapped their hands and let the country know how much they were doing
but police and courts not following the right course of action resulted in leaving this women more vulnerable. but we cannot blame them for everything the killer was responsible for her death first and foremost
politicians very well done for nothing another bull law without action is just more crap we dont need",1,0,0,0,0,1,0
515,515,M,"forsi kienu ser jarrestawha

Imma Lahqu Qatluha",1,1,1,0,1,0,0
516,516,E,get real its bad enough without every nutter being legally able to carry a weapon,0,1,1,0,0,1,0
517,517,M,hasra kif insejt minn min qed jaghmel naqra cicri minn entitajiet tal-gvern bl-impurtar ta' dawn l-imsejkna? kif ma tghidx kemm lest ihallsu...kif ma tghidx kif ha nimlew il-flats li telghin kullimkien...il-bigilla tigi meta tiehu l-argument mod u mhux tiffacjah b'mod dirett...il-pajjiz jiflah dan kollu??? nistghu nibqghu sejrin...imma naf li ghandek interess...jigifieri inutli...pero mhux kulhadd gahan kif tahseb int...,0,0,1,0,1,1,0
518,518,E,"if the ngos are yelling against this pact, then there must be something in the pact that is good for the country.",1,0,0,0,0,0,0
519,519,E,"in fact, as the European Parliament voted in a stunning majority, rule of law in Malta is very weak",0,0,0,0,0,0,1
520,520,M,"lol ara min qed ighajjar, the king of idiocy himself",0,0,0,1,0,0,0
521,521,M,ma tantx jimpurtani u jinteresani xjghid persuna li titkellem mil warrani meta jaqbilla - ahjar jirtira u jaghmel pjacir lil 3 quarti ta Malta.,0,0,0,0,0,0,1
522,522,M,"paroli fil vojt int. Dan kien se joqtola u hadd ma kien se jzommu!! Kieku int x`taghmel? Qed nghidu li dan ma marx fuq il-pulptu tal-knisja u ghajjat u werzaq li se joqtol.
mela bravu, fuq x`hiex se taqflu ghal-hajtu halli zgur ma jaghmel xejn?

U ohra. `A trained police officer should have been sent to look for this man and arrest him and keep him locked up for 24 hours and warn warn him repeatedly.`

taf li qed tghid cucati!! min fid-dinja jiddelega pulizija ma ragel bhal dan il-hin kollhu u ghal-ghomru?

Jew int ghandek don li hadd ma ghandu u taqra il-futur?

Ieqaf ghax qed taqa ghan nejk!",0,0,0,0,0,1,0
523,523,E,"pffttt - HOW I WISH THEY COULD BRING BACK THE DEATH PENALTHY FOR YOU, ABNER AND BERNICE'S HUSBAND - THE 3 OF U DESERVE IT BEYOND ANY REASONABLE DOUBT",0,0,1,0,0,1,0
524,524,E,poor in what sense? financially or culturally?,0,0,1,0,0,0,0
525,525,E,"the result of allowing islamist terrorism to go unchecked for years

enough is enough",0,0,1,0,1,1,0
526,526,M,u le....issa jghadduh b'mignun u jitwfawh sentejn Mount Carmel u wara ghal barra!,0,0,0,1,0,0,0
527,527,E,"very expected, probably much higher figure involved in slave cheap labour to build more empty torrijiet and flattsijiet and supermarkets in the countryside",0,0,0,0,0,0,1
528,528,E,well if money is your bottomline it is useless to speak with ruthlessness....Thank God I am educated enough to understand the evil of this mantra which they try to push down our throats as if coated with chocolate...but again no thanks...this is why i feel sorry only for people who did not envisage these things...and feel good about the frustration people endure as a result of their voting.,0,0,0,0,0,0,1
529,529,E,"well on the way for that, since construction of thousands of more flattsijiet has to continue in earnest, in order to keep the tens of thousands of workers in this sector busy, otherwise unemployment will skyrocket",0,0,0,0,0,1,0
530,530,E,where is the CAPITAL PUNISHMENT ????????????????????????,1,0,0,0,0,1,0
531,531,E,yes unfortunately that's the world media and the simple minded people... to be honest I didn't understand the point of protesting.. So now when a Christian kills someone should I need to protest?,0,1,0,0,1,0,0
532,532,M,"zibel tas-socjeta, hamallu prim, mhux it-tattoos jamluh hamalu....izda dik il-qata xghar, par imsilet fej joqod l-amorin jonqsu

hasra li zibel bhall dan hasad l-hajja ta persuna",1,0,0,0,1,0,0
533,533,M,"Ħa tibqa' tassumi hux. Jien ili li tlift it-twemmin sabiħ u fidil li kelli xi 20 sena issa. Daqshekk ilu ma nitqarben. Ma jfissirx li bdil reliġjon għal oħra, kollha mgħamula mill-bnedmin li jfittxu xi triq li twassalhom lejn il-Ħallieq kif jarawħ huma. Iffurmajt triq għalija għax nemmen b' ħilti kollha fit-tajjeb u l-ħażin u l-ispiritwalità għax kull triq twassal bniedem ta' rieda tajba lura għand fi ħdan il-Ħallieq.

Diġa għidtlek kif naħsibha fuq il- korruzzjoni. M'intix ħa timpressjonani b'dik il-korruzzjoni li konvenjentament għal narrattiva tiegħek ftaħt għajnejk għalijha llum. Qatt ma kien hemm żmien fejn għix il-bniedem fejn kien hemm korruzzjoni iktar minn żmien ieħor. Il-bniedem hu dak li hu minn mindu l-ispirti bdem jgħammru f'animal speċjali għamla ta' xadin. Dan, għax Alla hekk ridt, jipprova kull Spirtu, l-aqwa fost kull il-ħolqien Tiegħu. Lilna billi jgħatina ħajja biex biha ngħamlu għażliet u niddeċiedu aħna bejn dak li hu it-tajjeb u dak li hu l-ħażin. Spirti oħra Alla għażel jippruvahhom b' mod ieħor minflok ħajja.",0,0,1,0,1,0,0
534,534,E,"‘Labour’ is never short of ideas - all of which currently deal with repression and vote, erm, advantagisementising or some dumb ? like that.

Yet they are big into criminality - really big time.",0,0,0,0,1,0,0
